context_id	word	gold_sense_id	positions	context	lem_context	source
1281	вилка	1	611-615	Так вот не на том ли нашем неудавшемся вечере когда Евтух и Саша так дурно читали свои стихи и когда Ося забросил куда-то за облако свое лассо и мы долго вглядывались в ночную даль не вернется ли оно назад нет не вернулось и Бродского куда-то умчало и мы было погнались за ним но куда там куда нам до него и только глухой клокочущий гортанный и картавый голос долетал до нас из его носоглотки и мы удивились опомнившись и увидев что Ося как ни в чем не бывало поедает филейную вырезку так ловко поджаренную Леной Клепиковой что кровь фонтанчиками б . ила из четырех крошечных дырочек когда он втыкал в нее свою вилку жует пьет потеет как будто бы ничего не произошло и не он только что улетел черт знает куда и мы не могли его догнать так вот не в этот ли злосчастный вечер пришла одному из нас мысль устранить Бродского из нашей жизни какой там дар Изоры до чего ж устарел сальериевский фармацевтический способ когда есть куда более верный и мысль эта промелькнула среди нас как шаровая молния и исчезла никого смертельно не задев . Не мне страстному его почитателю	так вот не на тот ли наш неудавшийся вечер когда евтух и саша так дурно читать свой стих и когда ося забросить куда-то за облако свой лассо и мы долго вглядываться в ночной даль не вернуться ли оно назад нет не вернуться и бродский куда-то умчать и мы быть погнаться за он но куда там куда мы до он и только глухой клокотать гортанный и картавый голос долетать до мы из он носоглотка и мы удивиться опомниться и увидеть что ося как ни в чем не бывать поедать филейный вырезка так ловко поджарить лена клепиковый что кровь фонтанчик б . ил из четыре крошечный дырочка когда он втыкать в нея свой вилка жевать пить потеть как будто бы ничто не произойти и не он только что улететь черта знать куда и мы не мочь он догнать так вот не в этот ли злосчастный вечер пришлый один из мы мысль устранить бродский из наш жизнь какой там дар изора до что ж устарелый сальериевский фармацевтический способ когда есть куда более верный и мысль этот промелькнуть среди мы как шаровой молния и исчезнуть никто смертельно не задеть . не я страстный он почитатель	active-rnc
1282	вилка	1	92-96	Но Володя не спал . Далекое детство вспомнилось ему когда он услышал как в столовой звенели вилки ножи и тарелки . Так в давние безвозвратные времена он слышал из детской как мать возвращалась из театра из такого чужого и блестящего мира бархатных лож и люстр неузнаваемая в вечернем платье нарядная и почти чужая женщина непохожая на всегдашнюю маму	но володя не спасть . далёкий детство вспомниться он когда он услышать как в столовый звенеть вилка нож и тарелка . так в давний безвозвратный время он слышать из детский как мать возвращаться из театр из такой чужое и блестящий мир бархатный ложа и люстра неузнаваемый в вечерний платье нарядный и почти чужой женщина непохожий на всегдашний мама	active-rnc
1283	вилка	1	64-69	Никак не пойму чего тут нашухарили . Мирон ел аккуратно ножом и вилкой разделывал куриный окорочок . Генерал задачу ставил говорил близко к бунту тридцать человек отрядили а тихо все	никак не понять что тут нашухарить . мирон есть аккуратно нож и вилка разделывать куриный окорочок . генерал задача ставить говорить близко к бунт тридцать человек отрядить а тихо весь	active-rnc
1284	вилка	1	414-418	Бабушка ходит в сундук торжество души и праздник . Вон зачем-то открыла шепчется сама с собой оглянувшись на стороны дверь поплотнее прикрыв выкладывает добро наверх мануфактуру мою на штаны предназначенную совсем отдельно от всякого добра отложила кусочек старого такого старого ситчика что бабушка на свет его смотрит зубом пробует ну и по мелочи кое-чего шкатулка баночки из-под чая чем-то звенящие праздничные вилки и ложки в тряпицы завязанные церковные книжки и кое-что из церковного припрятанное бабушка верит что церковь не насовсем з . акрыта и в ней служить еще будут	бабушка ходить в сундук торжество душа и праздник . вон зачем-то открыть шептаться сам с себя оглянуться на сторона дверь плотный прикрыть выкладывать добро наверх мануфактура мой на штаны предназначить совсем отдельно от всякий добро отложить кусочек старое такой старое ситчик что бабушка на свет он смотреть зуб пробовать ну и по мелочь кое-что шкатулка баночка из-под чай что-то звенящий праздничный вилка и ложка в тряпица завязать церковный книжка и кое-что из церковный припрятать бабушка верить что церковь не насовсем з . акрытый и в она служить ещё быть	active-rnc
1285	вилка	1	352-357	Кончив есть один из них взял в руку остатки булки присоединив к ним толстый шелковый шейный шарф все это вместе сжал в руке и потащил в карман соря и по столу и по полу и по дивану на котором они сидели . Слуга принес мне порцию жареных карасей и дождавшись пока стол усеянный остатками сдобных булок был прибран я стал есть но едва я постучал ножом и вилкой как спавший спиной к публике человек проснулся повернул голову потер себе лоб пытливо поглядел в мою сторону и быстро проворно соскочив с койки подбежал ко мне и опираясь обеими руками в доски стола с выражением в голосе крайнего любопытства нагнулся над моей тарелкой и спросил . Это у вас что такое	кончить есть один из они взять в рука остаток булка присоединить к он толстый шёлковый шейный шарф весь это вместе сжать в рука и потащить в карман сорить и по стол и по пол и по диван на который они сидеть . слуга принести я порция жареный карась и дождаться пока стол усеять остаток сдобный булка быть прибрать я стать есть но едва я постучать нож и вилка как спасть спина к публика человек проснуться повернуть голова потереть себя лоб пытливый поглядеть в мой сторона и быстро проворно соскочить с койка подбежать к я и опираться оба рука в доска стол с выражение в голос крайний любопытство нагнуться над мой тарелка и спросить . это у вы что такой	active-rnc
1286	вилка	1	46-50	Чем в долг давать милее в рот брать . Тарелки вилки стаканчики одноразовые пластмассовые . Тут же бак для использованных полный	чем в долг давать милый в рота брать . тарелка вилка стаканчик одноразовый пластмассовый . тут же бак для использовать полный	active-rnc
1287	вилка	1	30-34	Правой ест правой . Пятьдесят вилок . С ума сойти	правый есть правый . пятьдесят вилка . с ум сойти	active-rnc
1288	вилка	1	118-123	Чрезвычайно его украсит полстакана измельченных вареных креветок . Можно смешать с ним 2 сваренных вкрутую и размятых вилкой яйца . 5	чрезвычайно он украсить полстакана измельчить варёный креветка . можно смешать с он 2 сварить вкрутую и размять вилка яйцо . 5	active-rnc
1289	вилка	1	58-63	Он был почти одухотворен . Неаккуратно подцепив трехзубой вилкой комок теста с мясом под названием рожки он выдавил . Булгарин	он быть почти одухотворённый . неаккуратно подцепить трехзуба вилка комок тест с мясо под название рожок он выдавить . булгарин	active-rnc
1290	вилка	1	179-184	Но он с пугающей наглядностью показывает принципиальные возможности ТВ запретные для других искусств . И зритель варьете наблюдающий за эстрадными номерами с ножом в одной руке и вилкой в другой и древнегреческий гражданин приходивший в театр всем семейством с подушечками чтобы было мягче сидеть на ложе каменного амфитеатра с корзинами груженными провизией ибо представление в ту пору длилось от восхода до заката наподобие сегодняшней телевизионной программы они были все же вы . ключены из обычного своего повседневного жизненного потока	но он с пугать наглядность показывать принципиальный возможность тв запретный для другой искусство . и зритель варьете наблюдать за эстрадный номер с нож в один рука и вилка в другой и древнегреческий гражданин приходить в театр весь семейство с подушечка чтобы быть мягкий сидеть на ложа каменный амфитеатр с корзина грузить провизия ибо представление в тот пора длиться от восход до закат наподобие сегодняшний телевизионный программа они быть весь же вы . ключен из обычный свой повседневный жизненный поток	active-rnc
1291	винт	2	34-39	Хвост с продолжающим кру . титься винтом отделился и закружился вокруг . Потом брызнули в стороны оставшиеся лопасти ротора	хвост с продолжать кру . титься винт отделиться и закружиться вокруг . потом брызнуть в сторона остаться лопасть ротор	active-rnc
1292	винт	2	113-117	Для путевого управления в полете на концах поперечной фермы имелись два дополнительных вертикально расположенных винта . С целью обеспечения устойчивости вертолета плоскости вращения несущих винтов были немного наклонены внутрь этим достигался эффект аналогичный эффекту поперечного V крыла самолета . В случае отказа двигателя винты долж	для путевой управление в полёт на конец поперечный ферма иметься два дополнительный вертикально расположить винт . с цель обеспечение устойчивость вертолёт плоскость вращение несущий винт быть немного наклонить внутрь это достигаться эффект аналогичный эффект поперечный v крыло самолёт . в случай отказ двигатель винт долж	active-rnc
1293	винт	2	100-104	Причиной этому являются некоторые основные присущие геликоптеру недостатки . Главный из них тот что винты такого аппарата на каждую лошадиную силу поднимают слишком мало груза . Поэтому очень трудно сделать прибор столь легким чтобы он с двигателем с винтами и с человеком весил так мало чтобы тяга винтов подняла его на воздух	причина это являться некоторый основной присущий геликоптер недостаток . главный из они тот что винт такой аппарат на каждый лошадиный сила поднимать слишком мало груз . поэтому очень трудно сделать прибор столь лёгкое чтобы он с двигатель с винт и с человек весить так мало чтобы тяга винт поднять он на воздух	active-rnc
1294	винт	2	151-155	Все бежали врассыпную но она поворачивалась лицом к стрекозе которая шла ей в переносицу расстилая облако над светло-серыми грядами нарастая . блеском винта неподвижностью шасси очкастой головой пилота . Она видела шевелящиеся матерщиной губы потертости на коже шлема и пухлую грыжу на сношенной покрышке	весь бежать врассыпную но она поворачиваться лицо к стрекоза который идти она в переносица расстилать облако над светло-серый гряда нарастать . блеск винт неподвижность шасси очкастый голова пилот . она видеть шевелиться матерщина губа потёртость на кожа шлем и пухлый грыжа на сносить покрышка	active-rnc
1295	винт	2	127-131	Легко представить себе что произойдет с самолетом если у него отвалится крыло . У вертолета роль крыльев исполняют лопасти его винта они так и называются несущими . И если во время полета одна из лопастей сломается словом ничего хорошего не будет	легко представить себя что произойти с самолёт если у он отвалиться крыло . у вертолёт роль крыло исполнять лопасть он винт они так и называться несущий . и если в время полёт один из лопасть сломаться слово ничто хороший не быть	active-rnc
1296	винт	1	51-54	Без них и сила паров не действительна . Но который винт рычаг или пружина сильнее действительнее существеннее этого мы не видим со стороны а влезть во внутренность машины опасно постороннему человеку . Вы думаете что судьба ваша зависит от важного и гордого павлина а на поверку выходит что счастье	без они и сила пары не действительный . но который винт рычаг или пружина сильный действительный существенный это мы не видеть с сторона а влезть в внутренность машина опасный посторонний человек . вы думать что судьба ваш зависеть от важный и гордый павлин а на поверка выходить что счастие	active-rnc
1297	винт	2	157-162	Когда через несколько секунд она поднимает голову черные куски приобретают иную форму . Это летит на землю конус летят куски веревки которую Супрун разрубил винтом своей машины . Так Супрун освободил узника	когда через несколько секунда она поднимать голова чёрный кусок приобретать иной форма . это лететь на земля конус лететь кусок верёвка который супрун разрубить винт свой машина . так супрун освободить узник	active-rnc
1298	винт	2	87-92	Люди попятились от площадки и кучкой сгрудились у ржавой цистерны . Ураган взвихренный винтом рвал их одежды . Вдруг звук стал ровнее кренясь насекомое поднялось в воздух	человек попятиться от площадка и кучка сгрудиться у ржавый цистерна . ураган взвихрить винт рвать они одежда . вдруг звук стать ровный крениться насекомое подняться в воздух	active-rnc
1299	винт	3	122-127	Вдруг покрывая говор раздались всплески падающих в воду тел . Я увидел как с мостика прыгнул головою вперед поворачиваясь винтом человек в голубых плавках . Одновременно с ним согнувшись и поджав колени почти к груди закувыркался двумя сальтами в воздухе еще один человек в черных трусиках	вдруг покрывать говор раздаться всплеск падать в вода тело . я увидеть как с мостик прыгнуть голова вперёд поворачиваться винт человек в голубой плавка . одновременно с он согнуться и поджать колено почти к грудь закувыркаться два сальт в воздух ещё один человек в чёрный трусик	active-rnc
1300	винт	2	152-155	Вот почему на смену поршневому двигателю на местных и ближних линиях пришел поначалу не ТРД а ТВД турбовинтовой . Тягу создает в основном старый добрый винт с отличными спринтерскими данными . Только 10 12 тяги получается за счет выхлопа истечения газовой струи	вот почему на смена поршневой двигатель на местный и ближний линия прийти поначалу не трд а твд турбовинтовой . тяга создавать в основное старый добрый винт с отличный спринтерский дать . только 10 12 тяга получаться за счёт выхлоп истечение газовый струить	active-rnc
1301	винт	2	104-110	На кормовом мостике миноносца Стройный стоял молодой человек начинавший понимать что такое жизнь . Ревя винтами и гудя клубами дыма миноносец уносил его из легкого царства беззаботной юношеской мечты в трудную суровую действительность . И совсем так как постепенно сужался Финский залив переходя сперва в Невскую губу а потом в реку Неву так и будущее этого молодого человека сужалось и входило в реальные берега	на кормовой мостик миноносец стройный стоялый молодая человек начинать понимать что такой жизнь . реветь винт и гудеть клуб дым миноносец уносить он из лёгкое царство беззаботный юношеский мечта в трудный суровый действительность . и совсем так как постепенно сужаться финский залив переходить сперва в невский губа а потом в река нева так и будущее это молодой человек сужаться и входить в реальный берег	active-rnc
1302	винт	3	62-67	Беременные женщины были очень недовольны . По лестнице шедшей винтом компаньоны поднялись в мезонин . Большая комната мезонина была разрезана фанерными перегородками на длинные ломти в два аршина ширины каждый	беременный женщина быть очень недовольный . по лестница идти винт компаньон подняться в мезонин . большой комната мезонин быть разрезать фанерный перегородка на длинный ломоть в два аршин ширина каждый	active-rnc
1303	винт	2	141-144	Гадкие утята . Еще в 1910 году лишь через год после бурных успехов европейских летателей нашелся безумец рискнувший упразднить сам воздушный винт человек которому знаменитый Густав Эйфель сказал Вы опередили свою эпоху на тридцать а то и на все пятьдесят лет . 24 летний румын Анри Коанда выставивший на парижском авиасалоне 1910 года этот необычный самолет рискнул взлететь на нем	гадкий утёнок . ещё в 1910 год лишь через год после бурный успех европейский летатель найтись безумец рискнуть упразднить сам воздушный винт человек который знаменитый густав эйфель сказать вы опередить свой эпоха на тридцать а то и на весь пятьдесят год . 24 летний румын анри коанда выставить на парижский авиасалон 1910 год этот необычный самолёт рискнуть взлететь на немой	active-rnc
1304	винт	2	112-117	Лодка повернула перпендикулярно к пеленгу и пошла на сближение . Непрерывно поступали доклады гидроакустика шум винтов все сильнее цель быстро приближается . На мостике в это время творилось нечто ужасное штормовая качка и снежный буран видимости никакой и командир понимая что цель наверняка идет с охраной и какой-нибудь из конв	лодка повернуть перпендикулярно к пеленг и пошлый на сближение . непрерывно поступать доклад гидроакустик шум винт весь сильный цель быстро приближаться . на мостик в это время твориться нечто ужасный штормовой качка и снежный буран видимость никакой и командир понимать что цель наверняка идти с охрана и какой-нибудь из конть	active-rnc
1305	винт	2	32-36	Солнечные батареи вперед . А-ат винта . Министерские заволновались говорят	солнечный батарея вперёд . а-ата винт . министерский заволноваться говорят	active-rnc
1306	винт	1	64-69	Мост долже . н был состоять из бревен различной меры и железных винтов и скреплений . Он был бы связан стоячими и лежачими решетками из брусьев с таким расчетом что все части подкреплялись бы взаимно и вся тяжесть сооружения имела бы только две точки опоры на противоположных берегах	мост долже . наш быть состоять из бревно различный мера и железный винт и скрепление . он быть бы связать стоячий и лежачий решётка из брус с такой расчёт что весь часть подкрепляться бы взаимно и весь тяжесть сооружение иметь бы только два точка опора на противоположный берег	active-rnc
1307	винт	2	169-174	Особое внимание следует обратить на поплавки имея крепкие поплавки с добавочными колесами можно остановиться на одном шасси . Следует брать запасные поплавки и побольше винтов за один месяц моего летания лопнуло два винта . Гидроаэроплан следует иметь выкрашенным в красный цвет как более заметный среди белого	особый внимание следовать обратить на поплавок иметь крепкий поплавок с добавочный колесо можно остановиться на один шасси . следовать брать запасный поплавок и большой винт за один месяц мой летание лопнуть два винт . гидроаэроплан следовать иметь выкрасить в красный цвета как более заметный среди белый	active-rnc
1308	винт	2	359-364	Прикрепленная перед речным ледоколом буксиром или другим судном она резцами раскалывала и разрезала лед затем раздавливала его собственной массой а обломки заталкивались под края проделываемого судоходного канала ТМ 10 за 1984 г В том-то и заключалось преимущество в канале образованном ледоколо . м обычно остаются льды причем многие из них струя от гребных винтов гонит на подопечные суда порой нанося им солидные повреждения . За ЛПС 14 оставалась же полоса чистой воды	прикрепить перед речной ледокол буксир или другой судный она резец раскалывать и разрезать лёд затем раздавливать он собственный масса а обломок заталкиваться под край проделывать судоходный канал тм 10 за 1984 год в тот-то и заключаться преимущество в канал образовать ледоколо . метр обычно оставаться лёд причём многие из они струить от гребной винт гнать на подопечный суд порой наносить имя солидный повреждение . за лпс 14 оставаться же полоса чистый вода	active-rnc
1309	винт	2	58-61	Они слава богу целы . Когда пробовали провертывать машину винт бил о бушприт . Крепок же этот старинный парусник вот что удивления достойно	они слава бог целый . когда пробовать провёртывать машина винт бить о бушприт . крепки же этот старинный парусник вот что удивление достойно	active-rnc
1310	винт	2	67-72	Машина задрожала покачалась и неспешно поплыла над землей . Грохот винтов усилился вертолет начал набирать высоту . Если это можно назвать высотой	машина задрожать покачаться и неспешно поплыть над земля . грохот винт усилиться вертолёт начать набирать высота . если это можно назвать высота	active-rnc
1311	винт	1	237-242	После этого текст лекции обсудили на совещании технологов и конструкторов завода . Лишь после такой тщательной подготовки было объявлено о том что состоится первая лекция стахановца И Дивеня на тему Как я освоил скоростной метод нарезки винтов . Такое содружество новатора производства с представителями передовой советский технической интеллигенции позволило лектору рассказать не только о методах своей работы о предложенных им новых приспособлениях и инструментах но и проанализировать работу других стахановцев машиностроительных предприятий	после это текст лекция обсудить на совещание технолог и конструктор завод . лишь после такой тщательный подготовка быть объявить о тот что состояться один лекция стахановец и дивеня на тема как я освоить скоростной метод нарезка винт . такой содружество новатор производство с представитель передовой советский технический интеллигенция позволить лектор рассказать не только о метод свой работа о предложить имя новый приспособление и инструмент но и проанализировать работа другой стахановец машиностроительный предприятие	active-rnc
1312	винт	2	151-154	Столовая Гора и другие возвышения показались нам сквозь прозрачный голубой туман но к ночи свежий ветер с севера угнал нас далеко на юг . Развели пары винт почти не действовал так сильно было волнение . Наконец 2 марта при восходе солнца увидали мы берег и вдруг так близко что можно было различить малейшие возвышения и углубления на твердой земле	столовый гора и другой возвышение показаться мы сквозь прозрачный голуба туман но к ночь свежий ветер с север угнать мы далеко на юг . развести пара винт почти не действовать так сильно быть волнение . наконец 2 март при восход солнце увидать мы берег и вдруг так близко что можно быть различить маленький возвышение и углубление на твёрдый земля	active-rnc
1313	винт	2	156-160	Подобные установки с успехом были испытаны и на двух других опытных английских истребителях МВ 5 и Хоукер Торнадо . В США в тот же период соосные воздушные винты применялись на опытных самолетах ХР 75 XF 14C и ХВ . 42 Успех однако был запоздалым ибо триумфальное восшествие газотурбинного двигателя сулящего гораздо более высокие полетные скорости в значительной степени сузило возможности применения воздушных винтов вообще	подобный установка с успех быть испытать и на два другой опытный английский истребитель мв 5 и хоукер торнадо . в сша в тот же период соосный воздушный винт применяться на опытный самолёт хр 75 xf 14c и хв . 42 успех однако быть запоздалый ибо триумфальный восшествие газотурбинный двигатель сулить гораздо более высокий полётный скорость в значительный степень сузить возможность применение воздушный винт вообще	active-rnc
1314	винт	1	23-29	Пластинку привертывают винтами предварительно положив под нее провод для ввода . Под этот же винт зажимается снижение антенны которое пропускается сквозь отверстие в крышке розетки . Под другой винт поджимают полукруглую пластинку под которую подкладываетс	пластинка привёртывать винт предварительно положить под нея провод для ввод . под этот же винт зажиматься снижение антенна который пропускаться сквозь отверстие в крышка розетка . под другой винт поджимать полукруглый пластинка под который подкладываетс	active-rnc
1315	винт	2	241-246	м шагу Кивач обгоняет или встречает караваны барж которые буксируют такие же колесные буксиры какие ходят по Волге . Иногда попадается махонький винтовой пароходик без палубы он выпускает из своей трубы целые клубы дыма усердно буравит воду винтом и с трудом тянет против течения вереницу барж точно муравей ухвативший соломину не по силам . Команда вымазанная сажей чайничает под закоптелым балдахинчиком раскинутым над рулевым колесом равнодушно поглядывая на Кивач	метр шаг кивач обгонять или встречать караван баржа который буксировать такой же колёсный буксир какой ходить по волга . иногда попадаться махонький винтовой пароходик без палуба он выпускать из свой труба целое клуб дым усердно буравить вода винт и с труд тянуть против течение вереница баржа точно муравей ухватить соломина не по сила . команда вымазать сажа чайничать под закоптелый балдахинчик раскинуть над рулевой колесо равнодушно поглядывать на кивач	active-rnc
1316	винт	2	100-105	Сопротивление корпуса сводится к нулю . Теплоход на подводных крыльях приводится в движение гребным винтом работающим от мотора мощностью в 700 лошадиных сил . Речные теплоходы-экспрессы смогут совершать переходы также по озерам и водохранилищам преодолевая волну до двух метров	сопротивление корпус сводиться к нуль . теплоход на подводный крыло приводиться в движение гребной винт работать от мотор мощность в 700 лошадиный сила . речной теплоход-экспресс смочь совершать переход также по озеры и водохранилище преодолевать волна до два метр	active-rnc
1317	винт	1	173-177	Завтра против него подымется Жаров новый летчик и будут снова в напряжении с тревогой ждать товарищи рокового исхода . Жаров весь день кружится у машины осматривает гайки и винты ощупывает привертывает смазывает приглаживает ее как любимого человека . Он приходил сюда с техником и целых полтора часа они простояли над машиной заглядывая и прощупывая со всех сторон или лежа на спине подползали под широко раскинутые крылья и снова высматривали щупали мазали холодные винтики гайки болты	завтра против он подняться жаров новый лётчик и быть снова в напряжение с тревога ждать товарищ роковой исход . жаров весь день кружиться у машина осматривать гайка и винт ощупывать привёртывать смазывать приглаживать она как любимый человек . он приходить сюда с техник и целое полтора час они простоять над машина заглядывать и прощупывать с весь сторона или лёжа на спина подползать под широко раскинуть крыло и снова высматривать щупать мазать холодное винтик гайка болт	active-rnc
1318	винт	1	88-91	Последнее очень важно так как при работе выпрямителя вследствие непрерывного сотрясения винт контакта будет вывертываться нарушая тем самым регулировку . Винт контакта делается ив латунной проволоки 3 мм длиною 35 мм с резьбою соответствующей резьбе первого отверстия в стойке так чтобы при не затянутом болтике он входил достаточно плотно слегка раздвигая обе распиленные половинки стойки . На одном конце винта делается крестообразный пропил в середину которого вклепывается кусочек серебра или платиновой проволоки во избежание сильного искрения и обгорания при работе	последний очень важный так как при работа выпрямитель вследствие непрерывный сотрясение винт контакт быть вывёртываться нарушать тем самый регулировка . винт контакт делаться ива латунный проволока 3 мм длина 35 мм с резьба соответствующий резьба первое отверстие в стойка так чтобы при не затянутый болтик он входить достаточно плотно слегка раздвигать оба распилить половинка стойка . на один конец винт делаться крестообразный пропить в середина который вклёпываться кусочек серебро или платиновый проволока в избежание сильный искрение и обгорание при работа	active-rnc
