context_id	word	gold_sense_id	positions	context	lem_context	source
327	суда	1	0-4, 68-72, 122-126, 201-205, 309-313, 348-352, 412-416, 481-485	суда округа ) утверждает по представлению председателя арбитражного суда субъекта российской федерации судей арбитражного суда субъекта российской федерации , входящих в состав президиума арбитражного суда субъекта российской федерации . ) утверждает по представлению председателя арбитражного апелляционного суда судей арбитражного апелляционного суда , входящих в состав президиума арбитражного апелляционного суда ) утверждает по представлению председателя высшего арбитражного суда российской федерации регламент арбитражных судов ) решает другие вопросы организации и деятельности арбитражных судов в российской федерации в соответствии с настоящим федеральным конституционным законом	суд округа ) утверждать по представление председатель арбитражный суд субъект российский федерация судья арбитражный суд субъект российский федерация , входящая в состав президиум арбитражный суд субъект российский федерация . ) утверждать по представление председатель арбитражный апелляционный суд судья арбитражный апелляционный суд , входящая в состав президиум арбитражный апелляционный суд ) утверждать по представление председатель высокий арбитражный суд российский федерация регламент арбитражный судно ) решать другой вопрос организация и деятельность арбитражный судно в российский федерация в соответствие с настоящее федеральный конституционный закон	wiki-wiki
328	суда	1	83-87, 306-310, 461-465, 569-573	секретариат палаты ведет список таких судей , из которых при возникновении спора государства вправе выбрать арбитров для рассмотрения конкретного дела . две или более страны могут договориться об избрании совместно одного или более членов . одно и то же лицо может быть избрано различными странами . члены суда назначаются на лет . их назначения на должность могут быть возобновлены . критические замечания , высказываемые в адрес постоянной палаты третейского суда , состоят , в частности , в следующем из сказанного делается вывод , что постоянная палата третейского суда — не настоящий	секретариат палата вести список такой судья , из который при возникновение спорый государство вправе выбрать арбитр для рассмотрение конкретный дело . два или более страна мочь договориться о избрание совместно один или более член . один и то же лицо мочь быть избрать различный страна . член суд назначаться на год . они назначение на должность мочь быть возобновить . критический замечание , высказывать в адрес постоянный палата третейский суд , состоять , в частность , в следующий из сказать делаться вывод , что постоянный палата третейский суд — не настоящий	wiki-wiki
329	суда	1	30-34, 65-69	"постоянная палата третейского суда постоянная палата третейского суда ( пптс ) ( , "" pca "" ) — международный арбитражный суд , расположенный в гааге , нидерланды . учрежден в году по решению первой гаагской мирной конференции и является старейшей организацией для разрешения"	"постоянный палата третейский суд постоянный палата третейский суд ( пптс ) ( , "" pca "" ) — международный арбитражный суд , расположить в гаага , нидерланды . учредить в год по решение один гаагский мирный конференция и являться старый организация для разрешение"	wiki-wiki
330	суда	1	268-272, 565-569	, и ее результаты в виде огромного массива списков и отчетов были предоставлены королю . в дальнейшем они хранились в казначействе английского королевства в винчестере . помимо этого , уже к году на основании этой документации были составлены два тома книги страшного суда , в которые в компактной форме вошли важнейшие сведения , полученные в результате переписи , отсортированные по графствам . очевидно , что также могли фиксироваться количество голов скота в поместье и величина сельскохозяйственных запасов , однако эти данные , в основном , в книгу страшного суда	, и она результат в вид огромный массив список и отчёт быть предоставить король . в дальнейший они храниться в казначейство английский королевство в винчестер . помимо это , уже к год на основание этот документация быть составить два том книга страшный суд , в который в компактный форма войти важный сведение , получить в результат перепись , отсортировать по графство . очевидно , что также мочь фиксироваться количество гол скот в поместье и величина сельскохозяйственный запас , однако этот дать , в основное , в книга страшный суд	wiki-wiki
331	суда	1	25-29, 83-87, 137-141	младший судья верховного суда канады мла́дшие су́дьи заседают на скамье верховного суда канады . это звание жалуется восьми судьям этого суда , не занимающим должность главного судьи канады . при назначении младших судей они должны дать официальную присягу и быть пожалованы званием почтенный на время своей службы в	младший судья верховный суд канада мла ́ дший су ́ дьи заседать на скамья верховный суд канада . это звание жаловаться восемь судья это суд , не занимать должность главный судья канада . при назначение младший судья они должный дать официальный присяга и быть пожаловать звание почтенный на время свой служба в	wiki-wiki
332	суда	1	25-29, 83-87, 137-141	младший судья верховного суда канады мла́дшие су́дьи заседают на скамье верховного суда канады . это звание жалуется восьми судьям этого суда , не занимающим должность главного судьи канады . при назначении младших судей они должны дать официальную присягу и быть пожалованы званием почтенный на время своей службы в этом качестве . в течение службы в верховном суде они подчиняются тем же нормам , что и главный	младший судья верховный суд канада мла ́ дший су ́ дьи заседать на скамья верховный суд канада . это звание жаловаться восемь судья это суд , не занимать должность главный судья канада . при назначение младший судья они должный дать официальный присяга и быть пожаловать звание почтенный на время свой служба в это качество . в течение служба в верховный суд они подчиняться тем же норма , что и главный	wiki-wiki
333	суда	1	21-25, 146-150, 249-253, 355-359, 449-453	высшего арбитражного суда российской федерации сроком на три года . один и тот же судья может быть избран секретарем пленума высшего арбитражного суда российской федерации неоднократно ) утверждает по представлению председателя высшего арбитражного суда российской федерации членов судебных коллегий и председателей судебных составов высшего арбитражного суда российской федерации , а также судей , входящих в состав президиума высшего арбитражного суда российской федерации . ) решает вопросы создания в структуре арбитражных судов судебных коллегий по рассмотрению отдельных категорий дел ) утверждает в порядке , предусмотренном настоящим	высокий арбитражный суд российский федерация срок на три год . один и тот же судья мочь быть избранный секретарь пленум высокий арбитражный суд российский федерация неоднократно ) утверждать по представление председатель высокий арбитражный суд российский федерация член судебный коллегия и председатель судебный состав высокий арбитражный суд российский федерация , а также судья , входящая в состав президиум высокий арбитражный суд российский федерация . ) решать вопрос создание в структура арбитражный судно судебный коллегия по рассмотрение отдельный категория дело ) утверждать в порядок , предусмотренный настоящее	wiki-wiki
334	суда	1	65-69, 173-177, 212-216, 276-280, 345-349	российской федерации , входящих в состав президиума арбитражного суда субъекта российской федерации . ) утверждает по представлению председателя арбитражного апелляционного суда судей арбитражного апелляционного суда , входящих в состав президиума арбитражного апелляционного суда ) утверждает по представлению председателя высшего арбитражного суда российской федерации регламент арбитражных судов ) решает другие вопросы организации и деятельности арбитражных судов в российской федерации в соответствии с настоящим федеральным конституционным законом .	российский федерация , входящая в состав президиум арбитражный суд субъект российский федерация . ) утверждать по представление председатель арбитражный апелляционный суд судья арбитражный апелляционный суд , входящая в состав президиум арбитражный апелляционный суд ) утверждать по представление председатель высокий арбитражный суд российский федерация регламент арбитражный судно ) решать другой вопрос организация и деятельность арбитражный судно в российский федерация в соответствие с настоящее федеральный конституционный закон .	wiki-wiki
335	суда	1	69-73, 113-117, 182-186, 250-254, 304-308, 383-387, 491-495, 530-534, 594-598, 663-667	) утверждает по представлению председателя федерального арбитражного суда округа судей федерального арбитражного суда округа , входящих в состав президиума федерального арбитражного суда округа ) утверждает по представлению председателя арбитражного суда субъекта российской федерации судей арбитражного суда субъекта российской федерации , входящих в состав президиума арбитражного суда субъекта российской федерации . ) утверждает по представлению председателя арбитражного апелляционного суда судей арбитражного апелляционного суда , входящих в состав президиума арбитражного апелляционного суда ) утверждает по представлению председателя высшего арбитражного суда российской федерации регламент арбитражных судов	) утверждать по представление председатель федеральный арбитражный суд округа судья федеральный арбитражный суд округа , входящая в состав президиум федеральный арбитражный суд округа ) утверждать по представление председатель арбитражный суд субъект российский федерация судья арбитражный суд субъект российский федерация , входящая в состав президиум арбитражный суд субъект российский федерация . ) утверждать по представление председатель арбитражный апелляционный суд судья арбитражный апелляционный суд , входящая в состав президиум арбитражный апелляционный суд ) утверждать по представление председатель высокий арбитражный суд российский федерация регламент арбитражный судно	wiki-wiki
336	суда	1	67-71, 170-174, 276-280, 370-374	же судья может быть избран секретарем пленума высшего арбитражного суда российской федерации неоднократно ) утверждает по представлению председателя высшего арбитражного суда российской федерации членов судебных коллегий и председателей судебных составов высшего арбитражного суда российской федерации , а также судей , входящих в состав президиума высшего арбитражного суда российской федерации . ) решает вопросы создания в структуре арбитражных судов судебных коллегий по рассмотрению отдельных категорий дел ) утверждает в порядке , предусмотренном настоящим федеральным конституционным законом , места постоянного пребывания федеральных арбитражных судов округов	же судья мочь быть избранный секретарь пленум высокий арбитражный суд российский федерация неоднократно ) утверждать по представление председатель высокий арбитражный суд российский федерация член судебный коллегия и председатель судебный состав высокий арбитражный суд российский федерация , а также судья , входящая в состав президиум высокий арбитражный суд российский федерация . ) решать вопрос создание в структура арбитражный судно судебный коллегия по рассмотрение отдельный категория дело ) утверждать в порядок , предусмотренный настоящее федеральный конституционный закон , место постоянный пребывание федеральный арбитражный судно округ	wiki-wiki
337	суда	1	50-54, 122-126, 232-236, 357-361	российской федерации — орган высшего арбитражного суда рф , представляющий собой собрание всех судей высшего арбитражного суда россии . пвас рф правосудие не осуществляет , обеспечивает правильное и единообразное применение законов судами , дает разъяснения и толкования норм права посредством принятия постановлений . в состав пленума высшего арбитражного суда российской федерации входят председатель и его заместители , а также судьи . в заседаниях пленума могут принимать участие представители других ветвей судебной власти , законодательной и исполнительной властей , научных учреждений и граждане . пленум вас рф ) рассматривает материалы изучения и обобщения	российский федерация — орган высокий арбитражный суд рф , представлять себя собрание весь судья высокий арбитражный суд россия . пвас рф правосудие не осуществлять , обеспечивать правильный и единообразный применение закон суд , давать разъяснение и толкование норма право посредством принятие постановление . в состав пленум высокий арбитражный суд российский федерация входить председатель и он заместитель , а также судья . в заседание пленум мочь принимать участие представитель другой ветвь судебный власть , законодательный и исполнительный власть , научный учреждение и гражданин . пленум вы рф ) рассматривать материал изучение и обобщение	wiki-wiki
338	суда	1	90-94, 282-286, 429-433	рублева и даниила черного в успенском соборе владимира . иконографический канон страшного суда , которому суждено будет существовать затем , по крайней мере , еще семь веков , складывается в конце x — начале xi веков . в xi - хii веках был создан целый ряд важных образов страшного суда . наиболее известные росписи церкви панагии халкеон в салониках (  г . ) , фрески сант анджело ин формис , две иконы с изображением страшного суда из монастыря святой екатерины на синае ( xi—xii вв . ) ,	рублёв и даниил чёрный в успенский собор владимир . иконографический канон страшный суд , который суждено быть существовать затем , по крайний мера , ещё семь век , складываться в конец x — начало xi век . в xi - хii век быть создать целый ряд важный образ страшный суд . наиболее известный роспись церковь панагия халкеон в салоники ( год . ) , фреска сант анджело ин формис , два икона с изображение страшный суд из монастырь святой екатерина на синай ( xi — xii век . ) ,	wiki-wiki
339	суда	1	18-22, 62-66, 127-131, 189-193, 300-304, 405-409, 457-461	пленум верховного суда российской федерации пленум верховного суда российской федерации ( пвс рф — полное ) — орган верховного суда рф , представляющий собой собрание всех судей верховного суда россии . пвс рф правосудие не осуществляет , а обеспечивает правильное и единообразное применение законов судами и дает разъяснения и толкования норм права посредством принятия постановлений . пленум верховного суда рф действует в составе председателя верховного суда рф	пленум верховный суд российский федерация пленум верховный суд российский федерация ( пвс рф — полный ) — орган верховный суд рф , представлять себя собрание весь судья верховный суд россия . пвс рф правосудие не осуществлять , а обеспечивать правильный и единообразный применение закон суд и давать разъяснение и толкование норма право посредством принятие постановление . пленум верховный суд рф действовать в состав председатель верховный суд рф	wiki-wiki
340	суда	1	292-296, 508-512	, что делают чаще , в суде , принявшим такое решение ) и затем , в соответствии с гражданским процессуальным кодексом рф , в течение определенного законодательством времени со дня получения копии этого решения , подать в суд , принявший заочное решение , заявление об отмене заочного решения суда , после , в случае отказа в удовлетворении такого заявления судом принявшим заочное решение , можно обжаловать такой отказ в апелляционном порядке , так как , в отличие от судебного приказа , на заочное решение суда может быть подана апелляционная жалоба . к примеру , когда истец	, что делать чаща , в суд , принять такой решение ) и затем , в соответствие с гражданский процессуальный кодекс рф , в течение определённый законодательство время с день получение копия это решение , подать в суд , принять заочный решение , заявление о отмена заочный решение суд , после , в случай отказ в удовлетворение такой заявление суд принять заочный решение , можно обжаловать такой отказ в апелляционный порядок , так как , в отличие от судебный приказ , на заочный решение суд мочь быть подать апелляционный жалоба . к пример , когда истец	wiki-wiki
341	суда	1	47-51, 331-335, 420-424	в российской федерации заочное решение это акт суда первой инстанции , который выносится по итогам заочного производства . институт заочного решения стал активно развиваться с середины - х , после его подкрепления соответствующей законодательной базой , одними из причин широкого применения заочного рассмотрения дела были попытка суда ускорить процесс и повлиять , путем вручения судебной повестки или заочного решения суда , на недобропорядочного ответчика однако , не смотря на большую вероятность отмены заочного решения судом , нежелание проигравшей стороны оспаривать это решение приводит к тому , что по данным журнала российская юстиция	в российский федерация заочный решение это акт суд один инстанция , который выноситься по итог заочный производство . институт заочный решение стать активно развиваться с середина - х , после он подкрепление соответствующий законодательный база , один из причина широкий применение заочный рассмотрение дело быть попытка суд ускорить процесс и повлиять , путём вручение судебный повестка или заочный решение суд , на недобропорядочный ответчик однако , не смотреть на большой вероятность отмена заочный решение суд , нежелание проиграть сторона оспаривать это решение приводить к тот , что по данные журнал российский юстиция	wiki-wiki
342	суда	1	16-20, 37-41, 197-201	заочное решение суда заочное решение суда — документ судебной инстанции , составленный и выдаваемый судом по результатам заочного рассмотрения дела . в российской федерации заочное решение это акт суда первой инстанции , который выносится по итогам заочного производства . институт заочного решения стал активно развиваться с середины	заочный решение суд заочный решение суд — документ судебный инстанция , составить и выдавать суд по результат заочный рассмотрение дело . в российский федерация заочный решение это акт суд один инстанция , который выноситься по итог заочный производство . институт заочный решение стать активно развиваться с середина	wiki-wiki
343	суда	1	243-247, 265-269, 285-289, 457-461	. учрежден в году по решению первой гаагской мирной конференции и является старейшей организацией для разрешения международных споров . расположен во дворце мира , специально построенном в гааге в году на пожертвование эндрю карнеги . членами суда являются более государств . каждое государство назначает в состав пптс до авторитетных специалистов по международному праву . секретариат палаты ведет список таких судей , из которых при возникновении спора государства вправе выбрать арбитров для рассмотрения конкретного дела . две	. учредить в год по решение один гаагский мирный конференция и являться старый организация для разрешение международный споровый . расположить в дворец мир , специально построить в гаага в год на пожертвование эндрю карнеги . член суд являться более государство . каждый государство назначать в состав пптс до авторитетный специалист по международный право . секретариат палата вести список такой судья , из который при возникновение спорый государство вправе выбрать арбитр для рассмотрение конкретный дело . два	wiki-wiki
344	суда	1	87-91, 334-338, 415-419, 457-461	) показали международному сообществу необходимость создания независимого и постоянного суда для разрешения дел , связанных с геноцидом , военными преступлениями и преступлениями против человечества . в июне года генеральная ассамблея оон созвала конференцию для завершения и принятия конвенции по учреждению международного уголовного суда . июля года римский статут был принят путем голосования , в ходе которого государств проголосовали за ,  — против и государство воздержалось . условием для вступления	) показать международный сообщество необходимость создание независимый и постоянный суд для разрешение дело , связанный с геноцид , военный преступление и преступление против человечество . в июнь год генеральный ассамблея оон созвать конференция для завершение и принятие конвенция по учреждение международный уголовный суд . июль год римский статут быть принять путём голосование , в ход который государство проголосовать за , — против и государство воздержаться . условие для вступление	wiki-wiki
345	суда	1	44-48, 98-102, 218-222	специальное судебное присутствие верховного суда ссср специальное судебное присутствие верховного суда ссср — судебный орган ссср . в соответствии с конституцией ссср года , специальные судебные присутствия верховного суда ссср образовывались для рассмотрения уголовных и гражданских дел исключительной важности , затрагивающих по своему содержанию две или несколько союзных	специальный судебный присутствие верховный суд ссср специальный судебный присутствие верховный суд ссср — судебный орган ссср . в соответствие с конституция ссср год , специальный судебный присутствие верховный суд ссср образовываться для рассмотрение уголовный и гражданский дело исключительный важность , затрагивать по свой содержание два или несколько союзный	wiki-wiki
346	суда	1	22-26, 133-137, 238-242, 290-294, 346-350	всех судей верховного суда россии . пвс рф правосудие не осуществляет , а обеспечивает правильное и единообразное применение законов судами и дает разъяснения и толкования норм права посредством принятия постановлений . пленум верховного суда рф действует в составе председателя верховного суда рф , заместителей председателя и членов верховного суда рф . в заседаниях пленума участвуют генеральный прокурор рф и министр юстиции рф . участие генерального прокурора рф в работе пленума обязательно . полномочия пленума	весь судья верховный суд россия . пвс рф правосудие не осуществлять , а обеспечивать правильный и единообразный применение закон суд и давать разъяснение и толкование норма право посредством принятие постановление . пленум верховный суд рф действовать в состав председатель верховный суд рф , заместитель председатель и член верховный суд рф . в заседание пленум участвовать генеральный прокурор рф и министр юстиция рф . участие генеральный прокурор рф в работа пленум обязательно . полномочие пленум	wiki-wiki
347	суда	1	44-48, 112-116, 166-170, 245-249, 353-357, 392-396, 456-460, 525-529	состав президиума федерального арбитражного суда округа ) утверждает по представлению председателя арбитражного суда субъекта российской федерации судей арбитражного суда субъекта российской федерации , входящих в состав президиума арбитражного суда субъекта российской федерации . ) утверждает по представлению председателя арбитражного апелляционного суда судей арбитражного апелляционного суда , входящих в состав президиума арбитражного апелляционного суда ) утверждает по представлению председателя высшего арбитражного суда российской федерации регламент арбитражных судов ) решает другие вопросы организации и деятельности арбитражных судов в российской федерации в соответствии с	состав президиум федеральный арбитражный суд округа ) утверждать по представление председатель арбитражный суд субъект российский федерация судья арбитражный суд субъект российский федерация , входящая в состав президиум арбитражный суд субъект российский федерация . ) утверждать по представление председатель арбитражный апелляционный суд судья арбитражный апелляционный суд , входящая в состав президиум арбитражный апелляционный суд ) утверждать по представление председатель высокий арбитражный суд российский федерация регламент арбитражный судно ) решать другой вопрос организация и деятельность арбитражный судно в российский федерация в соответствие с	wiki-wiki
348	суда	1	243-247	. м . данилов ( — гг . ) в период президентства б . н . ельцина совет федерации нередко отклонял по результатам тайного голосования представленные президентом российской федерации кандидатуры для назначения на должность судей конституционного суда . при президентах в . в . путине и д . а . медведеве таких случаев не было .	. метр . данил ( — год . ) в период президентство б . наш . ельцин совет федерация нередко отклонять по результат тайный голосование представить президент российский федерация кандидатура для назначение на должность судья конституционный суд . при президент в . в . путин и далее . а . медведев такой случай не быть .	wiki-wiki
349	суда	2	23-27, 61-65	пограничные патрульные суда проекта с пограничные патрульные суда проекта с — серия российских патрульных судов , строящаяся для морской охраны фпс россии на базе германского судна проекта , доработанного фгуп цмкб алмаз под требования морского регистра российского судоходства и специальные требования пограничной службы российской федерации .	пограничный патрульный суд проект с пограничный патрульный суд проект с — серия российский патрульный судно , строиться для морской охрана фпс россия на база германский судный проект , доработать фгуп цмкб алмаз под требование морской регистр российский судоходство и специальный требование пограничный служба российский федерация .	wiki-wiki
350	суда	2	36-40, 85-89, 183-187	океанографические исследовательские суда проекта океанографические исследовательские суда проекта строились в польше , г . щецин , на судоверфи сточня щецинская им . адольфа варского суда , относящиеся к балтийскому флоту , базировались в кронштадте и входили в состав	океанографический исследовательский суд проект океанографический исследовательский суд проект строиться в польша , год . щецин , на судоверфь сточнить щецинский имя . адольф варский суд , относиться к балтийский флот , базироваться в кронштадт и входить в состав	wiki-wiki
